dates,RPI,DPCERA3M086SBEA,INDPRO,CUMFNS,UNRATE,PAYEMS,CES0600000007,CES0600000008,WPSFD49207,PPICMM,PCEPI,WUXIASHADOWRATE,HOUST,SP500,EXUSUKx,TB6MS,GS1,GS5,GS10,BAA
721598,2.8146453831198,3.07724966123573,15.3200111423763,74.7836,8.4,1.16594667841809,39.5,4.65116861363155,8.1218584153671,17.1186925905864,5.93563980161473,6.42,7.1420365747068,-14.6497887079263,-17.6671366565695,6.92,7.75,8.37,8.43,10.61
721628,5.6225875514329,-0.108474576344797,5.1505619176174,75.0367,8.4,4.8382160030549,39.5,4.63321038895144,10.0756259434878,0,6.94328485379128,5.96,7.20340552108309,54.0382226007665,-15.4197571184025,6.25,6.95,7.97,8.14,10.62
721659,-0.066848150673593,9.07785308982962,1.70049076470828,75.0111,8.3,2.24190756141738,39.5,6.91644566010003,4.00668151861687,-3.40425760223866,7.68624136830667,5.48,7.2152399787301,20.1527351689922,-4.91085163594143,5.8,6.49,7.8,8.05,10.56
721689,1.75156770429012,11.3937904854591,16.2801578678181,75.9509,8.2,5.11747573944419,39.8,6.87680965078217,1.99833518287349,-6.83762533756536,6.61362392939644,5.44,7.18614430452233,-18.3927077761407,-15.5069102960535,5.85,6.6,7.76,8,10.56
721720,7.8317953562923,11.8499393280574,15.9088159857742,76.691,7.9,7.45210675016423,40,9.10820312001066,-1.99833518287349,-3.43347873723943,4.5793779381043,4.87,7.22037383672395,105.608097191458,3.85118952025367,5.14,5.81,7.46,7.74,10.41
721751,7.00607454257351,-0.985973410713292,12.1185675059049,77.6618,7.7,4.77501758338619,40,9.03959076905414,-2.00166852083647,-1.72043040221794,1.50899810868239,4.88,7.33823815006559,45.4627448286672,-1.4205387867821,5.2,5.91,7.45,7.79,10.24
721780,3.16154685434,5.93877956343434,2.32861384020087,77.7231,7.6,3.52708914544095,39.7,6.73528428594894,2.00166852083647,10.2857772601691,1.79201771016828,5,7.2591161280971,5.94944203294432,-50.4382633775846,5.44,6.21,7.49,7.73,10.12
721811,4.60610547808074,8.5576180225619,6.14193186418621,78.0044,7.7,3.69837352236502,39.4,4.46927890917905,5.9850498132473,36.9777156528116,2.72362453682824,4.86,7.24064969425547,9.45817704270411,-61.1359140838708,5.18,5.92,7.25,7.56,9.94
721841,1.32481773846109,-8.66278431683174,4.8331102836082,78.2015,7.4,0.302640540304111,39.9,11.1009117265811,1.98840144915522,24.5742376122486,5.75210391140626,5.2,7.28550654852279,-8.27182005037663,-25.2212228564744,5.62,6.4,7.59,7.9,9.86
721872,1.81779827684707,13.6642387349326,1.525799242728,78.1161,7.6,0.967937136569219,39.8,4.41176967517052,1.98511211523211,12.9033501315149,5.20170844242855,5.41,7.30988148582479,7.09361671566811,-29.4983917454787,5.77,6.52,7.61,7.86,9.89
721902,7.37652330561787,3.46100839826278,6.35523809869003,78.4709,7.8,2.58238365989598,39.8,10.9589802759269,3.96039963438781,36.3424747066219,6.06031489247663,5.23,7.24494154633701,27.9624302434133,14.2013491764033,5.53,6.2,7.49,7.83,9.82
721933,3.3949740738521,2.10632382688818,8.41175163345902,78.7985,7.8,2.36607696073889,39.7,10.8598026239013,3.94737198047856,6.20958694802169,6.58739074172576,5.14,7.34601020991329,-10.4097038324085,-1.47990376960632,5.4,6,7.31,7.77,9.64
721964,1.00917718213864,4.4765892135926,3.79312979758488,78.8134,7.6,2.82713983244349,39.9,8.61763129039765,3.93442975403815,7.71706839634838,6.74939744563492,5.08,7.4500795698075,25.2882921486343,-38.0202742461637,5.3,5.84,7.13,7.59,9.4
721994,-0.396335761366373,1.85460826841393,-0.214892498363817,78.538,7.7,0.285351340180284,39.7,2.14477268891491,5.87756277065594,7.66775771852473,6.27849866754282,4.92,7.39572160860205,-41.6628152249306,-63.8505380937313,5.06,5.5,6.75,7.41,9.29
722025,10.4985465415766,6.91230381675787,18.2489201174992,79.3757,7.8,4.93035392072585,39.8,10.6667369006952,9.73241344494475,-3.06122614992539,5.42276120933405,4.75,7.40306109109009,-8.27182005037663,0.293058185716766,4.88,5.29,6.52,7.29,9.23
722055,3.6867712461671,15.8296201207163,12.6778655171359,80.0125,7.8,3.10664317692328,39.6,8.46564357586796,9.65411482179803,-18.5331869129694,6.68568968946097,4.35,7.49776170062257,40.800433227751,29.1647100377364,4.51,4.89,6.1,6.87,9.12
722086,-5.84331943818555,-3.47342484216355,-8.0934336107493,79.4992,7.5,3.6043666711592,38.9,10.4987546318826,1.92153764036895,6.20958694802169,6.95879491203222,4.62,7.33106030521863,-10.3597765736438,24.06592395451,4.83,5.29,6.58,7.21,9.08
722117,3.89266103811536,6.66818060699335,19.0650994455769,80.7699,7.6,4.42361242662415,40,6.2554442262396,13.3652932925468,32.0833877892429,9.34427786165415,4.67,7.57198844937744,-32.8145446686339,-1.47252187817406,4.9,5.47,6.83,7.39,9.12
722145,5.28946208766428,0.805752205524612,14.9247350155585,81.7241,7.4,5.95644748306512,39.9,6.22300443883876,9.45631371036662,22.4026419252361,6.02351196809288,4.6,7.63191651307125,-4.76191101074512,4.97127063928624,4.88,5.5,6.93,7.46,9.12
722176,5.1637558560067,1.6769147502524,11.581235894249,82.3882,7.2,4.9583503499008,40,10.3004924296696,5.63822493786503,7.37556101843246,6.94503798830297,4.54,7.54538974961182,-18.6329814252947,1.11744857335778,4.8,5.44,6.79,7.37,9.07
722206,2.98645413015493,3.31339372959345,9.37503781043585,82.824,7,5.2742185798003,40.1,6.13812080012455,7.47665970076383,17.5185593053833,6.07250331220612,4.96,7.58629630715272,-3.51853040109731,-0.349090911552841,5.2,5.84,6.94,7.46,9.01
722237,1.87058565034661,-0.434570657301592,9.00252235710699,83.3149,7.2,5.83318278688267,40,10.1609413189182,3.72093321389748,-18.9900493732761,6.68209928202774,5.02,7.54591815120932,6.42263588222924,0.41889690907122,5.21,5.8,6.76,7.28,8.91
722267,6.61414487202734,9.69022789590781,1.55585522541948,83.0738,6.9,5.02293229233786,39.9,8.06725727385205,3.70943108360713,0,6.2331950649396,5.19,7.62948991639399,10.9479931263131,2.4406551691504,5.4,5.94,6.84,7.33,8.87
722298,4.70450490601024,-0.696681108271413,1.23724980663216,83.2927,7,3.48625093767936,39.9,4.01338166741665,7.38463868925443,-1.47329668598637,5.56741513361239,5.49,7.61085279039525,-29.7059877423468,11.8534886345176,5.83,6.37,7.03,7.4,8.82
722329,7.48269036851568,3.74404942366571,4.95862819577351,83.1118,6.8,6.58317328064726,39.8,7.98671833408351,5.50880845031934,-25.3268246547908,4.50226106036364,5.81,7.57507169950756,-18.8064473965991,2.34294320437822,6.04,6.53,7.04,7.34,8.8
722359,10.3321771045081,9.98207565106419,1.75164040604727,83.027,6.8,3.843858616208,40,9.90922228677782,7.30595864070551,-18.2051532093684,5.55796707778402,6.16,7.62168499872461,-31.4594002484991,19.12282229012,6.43,6.97,7.32,7.52,8.89
722390,9.40949903325148,7.29386112452044,2.25401485144445,82.9971,6.8,5.32943670368056,40,5.90649264651404,9.07033796871275,4.5772464905653,6.8930752131978,6.1,7.62168499872461,6.8929026880447,31.2313874665003,6.41,6.95,7.34,7.58,8.95
722420,5.31902946557139,2.37807687128146,1.77051725773012,83.6324,6.4,3.37400790543043,39.8,3.92157211753918,5.40947572702777,1.52187718559453,5.79339286414733,6.07,7.66949525100769,-5.86923020114263,24.0504728177466,6.4,6.96,7.48,7.69,8.99
722451,-4.24267145374841,-12.8913880214972,-17.2897623856185,82.1496,6.4,2.61295693878054,38.7,11.6884040980618,5.38519976326484,6.06828094676857,7.07536317142345,6.44,7.4489161025442,-46.5533468247852,51.1119766082161,6.7,7.28,7.77,7.96,9.17
722482,5.38057044833877,17.3740958492779,6.47517759027227,82.2301,6.3,5.0111549625278,39.4,7.72949532342828,8.92197418502221,4.53115705144143,5.55077856992945,6.45,7.46049030582534,-17.0063662021143,2.66329562986991,6.74,7.34,7.83,8.03,9.2
722510,6.7956962010058,11.9047635239754,22.893445794714,83.4516,6.3,7.21095076299108,40,9.59237721689474,5.32151648143824,-12.1213151838045,7.75697594386724,6.29,7.61677580869837,-2.15973061672727,-21.2847899007388,6.63,7.31,7.86,8.04,9.22
722541,6.84733862453797,7.23337212703967,23.5135645125542,84.4536,6.1,9.81697798861845,40.1,13.3017989093916,14.0764077425885,9.10244566710823,9.06421781202784,6.29,7.69484807238461,51.4373901059223,-35.665173064094,6.73,7.45,7.98,8.15,9.32
722571,1.38589330947241,4.74516614652725,5.87930909256809,84.6087,6,4.82305147413484,39.9,7.53534658181172,8.71463525014136,3.0188695166963,8.53564548431809,6.41,7.6377164326648,59.3430397967676,-20.6777568423314,7.02,7.82,8.18,8.35,9.49
722602,4.37225551774176,3.93474187055691,7.66646537735038,84.9512,5.9,6.10174323854338,40.2,11.2150349018852,10.3747043914247,23.8813851807539,7.80657125232249,6.73,7.63530388625941,3.07582062077962,12.5408084716935,7.23,8.09,8.36,8.46,9.6
722632,6.55397407899443,-5.71595989315163,-1.04405812972708,84.5978,6.2,3.50035274664791,40.2,9.2664553126923,10.2857772601691,-7.41200627007466,6.56612368166236,7.01,7.64587582518481,-5.78907974176168,37.1080718687165,7.44,8.39,8.54,8.64,9.6
722663,5.43617891638135,10.7740563727837,5.02921907445728,84.7735,5.9,3.83314482104282,40.1,7.36198628101912,1.7057572168536,55.2155509046699,6.04271335534534,7.08,7.59890045687141,80.1132871077627,28.5973642987564,7.37,8.31,8.33,8.41,9.48
722694,1.5653983597673,-1.92588541278571,2.91359129752191,84.8823,6,1.89144776001839,40,9.13941965437024,11.8728883742371,1.41927869885983,6.80951450897247,7.85,7.58578882173203,0,11.6305620581844,7.99,8.64,8.43,8.42,9.42
722724,4.41023430646794,2.02052139290902,9.31414505221451,85.2229,5.8,4.57919303576872,40.1,10.8762073840165,5.05263904361328,45.9186456947446,9.48948885596739,7.99,7.59135704669855,-38.7319685274512,29.0409938174766,8.55,9.14,8.61,8.64,9.59
722755,2.0492955489722,4.34520692034255,9.12862152803289,85.7416,5.9,5.92015808320454,40.2,8.98880607498915,10.0418996046194,-1.36596486007292,6.82043963893051,8.64,7.64683139143048,-72.3991997131542,-28.2451363284165,9.24,10.01,8.84,8.81,9.83
722785,6.8043108880687,7.20722887225413,6.17755125594552,86.1065,6,3.79528391276764,40.2,8.92197418502141,13.2598034239017,0,5.59187236800209,9.08,7.6226639513236,17.6085331166188,15.3844363090117,9.36,10.3,9.08,9.01,9.94
722816,4.08480600714114,-4.31914083557619,-6.71179099904293,85.2276,5.9,1.85261391661342,39.8,5.32151648143904,14.7442127911816,20.3279846896592,9.01469968483184,9.35,7.39633529380081,44.1271248066105,11.5449104138905,9.47,10.41,9.2,9.1,10.13
722847,4.75530164429898,5.84901654527137,6.0023068276621,85.2445,5.9,3.33290443248302,40,10.5727556185858,11.3437711725062,110.334073984813,6.39786009155792,9.32,7.32646561384032,-17.9451661847075,-0.658436230511361,9.41,10.24,9.13,9.1,10.08
722875,3.66292878453223,1.15392121165119,3.62390202358451,85.4034,5.8,5.69976538441921,40.3,10.4804159625057,9.63860603671627,32.6468497550092,9.33336179937765,9.48,7.52131798019924,22.6296223612753,19.9509790991476,9.47,10.25,9.2,9.12,10.26
722906,-9.60140626420909,-6.78347622086388,-14.1862038637131,83.7258,5.8,-0.831768211460826,38.9,0,12.7322149344188,79.606307882495,12.4315655226455,9.46,7.46622755621548,23.7396466193339,20.8406473755014,9.49,10.12,9.25,9.18,10.33
722936,-4.18678702190576,3.38090120075858,10.4790775139332,84.6423,5.6,4.98198320577572,39.9,15.550973571006,6.31580405312988,-50.1497478537644,12.3693831948723,9.61,7.53689712956617,-28.1834289082109,-8.59594208540817,9.54,10.12,9.24,9.25,10.47
722967,-0.645037682742355,3.09081382742384,0.0138711218655274,84.4912,5.7,4.25577303926516,39.9,6.84737949222587,6.28273686473335,18.4796722242922,9.84984332573529,9.06,7.55642796944025,23.4729223688845,30.6159607260793,9.06,9.57,8.85,8.91,10.38
722997,8.99762738216054,-1.18543176510517,-1.87173778097165,84.3433,5.7,1.45071416531692,39.8,6.80852890308916,12.4676446189635,15.9395132921361,9.1272361002849,9.24,7.4730690880322,11.7417766559985,81.2259570657806,9.24,9.64,8.9,8.95,10.29
723028,1.83428595522273,12.9140319188442,-7.80057685201783,83.0831,6,1.10349725531336,39.9,6.77011668800178,12.3394403467007,17.9610462508858,9.15399723336723,9.52,7.48324441607385,53.697678168302,-12.2760488827856,9.49,9.98,9.06,9.03,10.35
723059,-0.145261913307593,2.96052781742144,-0.123525487437703,82.9509,5.9,0.358750355609061,39.8,8.40928458888586,19.7848489308249,8.88070658180595,10.5394714694956,10.26,7.51316354523408,13.3334705100843,-21.7626752222948,10.2,10.84,9.41,9.33,10.54
723089,-0.0464276185198287,-4.10351743930271,8.30146119713877,83.177,6,2.04415783248209,39.9,5.01742891248123,13.5085854295614,47.7027578101229,9.72684784713014,11.7,7.42714413340862,-46.181203313963,-29.1969061161916,11.66,12.44,10.63,10.3,11.4
723120,3.72731479127921,3.05583229456143,-1.92275806282378,82.7205,5.9,1.21952577133726,39.8,8.31604159760362,14.8333161882892,4.24403625401268,8.31058543045486,11.79,7.32909373624659,-9.2219474032607,-4.82356340052559,11.82,12.39,10.93,10.65,11.99
723150,2.90919665617082,-3.61227519185245,0.887631430100022,82.7577,6,1.31093284576096,39.8,9.90377010806451,11.7360348643675,30.3284116606207,10.0455320001393,12.04,7.31188616407716,46.5306518872985,36.2582069582098,11.84,11.98,10.42,10.39,12.06
723181,1.54716250971703,9.63934813239344,6.24580792300904,82.9833,6.3,1.69282341598063,39.6,-1.64496256053432,17.3916087630797,12.3288755714221,12.500912908272,12,7.20117088328168,34.0214830577093,34.0822048841318,11.84,12.06,10.74,10.8,12.42
723212,-5.60634470302901,-10.0723155099061,0.511532531536751,82.7141,6.3,1.09641526096453,39.7,14.7241111101771,17.1431486969723,73.3506582495973,12.9464863115402,12.86,7.20785987143248,46.6902395024299,13.1776778868321,12.86,13.92,12.6,12.41,13.57
723241,-6.39331000512868,-9.81448129449127,-5.10665593007094,81.8284,6.3,1.46472634294312,39.5,9.71665227914347,12.6985311966443,-62.1593944321695,14.6312133640073,15.2,6.95368421087054,-115.725971278226,-45.1896016799604,15.03,15.82,13.47,12.75,14.45
723272,-1.44065452391118,-15.3791925567065,-23.9110429602363,79.9984,6.9,-1.91373918026514,39.5,6.43433176966219,9.7845620723195,-38.0657720276638,6.25451268233892,13.2,6.95749737087695,-19.6441555762263,2.66431156821909,12.88,13.3,11.84,11.47,14.19
723302,-3.68056822444629,-5.85807240452585,-29.8868196915311,77.4669,7.5,-5.6799669125887,39.1,9.58726804017491,5.55556547848965,-22.1544754076827,9.29159082069262,8.58,6.83195356556585,53.5447151192482,49.2687898123839,8.65,9.39,9.95,10.18,13.17
723333,2.95959185374954,5.60534106227291,-15.4049324900353,76.0834,7.6,-4.24106224154812,39.2,14.2387959318008,9.66077673260024,-9.62143238967847,7.5517224628685,7.07,7.08673793451058,74.517864141956,17.5427346369764,7.3,8.16,9.21,9.78,12.71
723363,9.0435366482069,10.2872603696033,-8.68539659294143,75.1454,7.8,-3.48114348197726,39,7.83804223585847,19.0913117639738,27.5874218696384,9.27884796253675,8.06,7.14598446771439,53.2510576808512,19.0103994862159,8.06,8.65,9.53,10.25,12.65
723394,2.63251475300947,1.40879994266268,3.83512900684408,75.482,7.7,3.4545064120536,39.2,12.4353444426555,13.453055699059,26.9674270224709,9.95736229245345,9.13,7.26961674960817,36.50096446402,-1.41664575015943,9.41,10.24,10.84,11.1,13.15
723425,5.30098146929205,0.25028026265872,19.8123291137403,76.5512,7.5,1.51737009436417,39.4,9.24266443451121,5.33927465945006,-13.4079607177505,11.0470275524625,10.27,7.29369772060144,28.8013825194515,15.491874141999,10.57,11.52,11.62,11.51,13.7
723455,10.432188670368,14.860293529917,15.1387725898148,77.7164,7.5,3.67896781300772,39.6,12.2138458989074,9.28694519154725,27.6817059003289,9.58696499602034,11.62,7.32843735289516,34.5953059282721,7.62191988894099,11.63,12.49,11.86,11.75,14.23
723486,3.02136619542352,-3.3415001609427,19.8172164000743,78.8762,7.5,3.40328086110588,39.7,12.0907823864895,7.90343142342813,-12.2242143683909,9.73584655376598,13.73,7.31986492980897,49.6498044796262,-11.1754019342466,13.5,14.15,12.83,12.68,14.64
723516,5.94887428229569,8.4902009749209,8.17244578421672,79.008,7.2,2.58902626711546,39.8,8.98880607498889,5.24018299960822,-30.0663676105767,7.76012696283459,15.49,7.30114780585603,-19.6141068006231,-24.4059045371592,14.64,14.88,13.25,12.84,15.14
723547,-3.74275972184677,0.307605548837486,-7.61303480093432,78.4476,7.5,1.18696980706829,40,10.402541923736,13.001210598852,-11.6044860380192,11.4777563042365,15.02,7.34407285057307,-4.50281954226064,28.8086611958781,14.08,14.08,12.77,12.57,15.03
723578,-3.22204320971053,-3.01793984614509,-4.94972297423093,77.8264,7.4,0.948731231270017,39.4,4.43077426455325,10.3004924296702,-23.5511573480984,12.0811468637141,14.79,7.1276936993474,-42.2384843590716,-55.602877804692,14.05,14.57,13.41,13.19,15.37
723606,3.93769274709683,3.50994477308664,6.00906850768066,77.8459,7.4,1.3822232282692,39.8,11.7360348643675,14.0203400501829,-4.33213466891935,8.32247096898957,13.36,7.17472430983638,44.0416402205138,-32.9848429057793,12.81,13.71,13.41,13.12,15.34
723637,-2.09836901395235,-4.3118982793505,-5.27780562160629,78.0353,7.2,0.960036874537451,39.8,7.27715996101335,12.6051579202514,11.8759403843047,5.23668767691028,13.69,7.2152399787301,10.7624039793123,-30.8239855013795,13.45,14.32,13.99,13.68,15.56
723667,3.67773005919361,0.555255658861853,6.87562381553004,78.1936,7.5,0.17088493229096,39.8,5.79011979810833,3.75587161071316,6.4285868030904,5.37566321910727,16.3,7.03878354138854,-24.3525832077761,-48.9220362111113,15.29,16.2,14.63,14.1,15.95
723698,6.66940761214363,8.114369323307,6.33276469624224,77.6243,7.5,2.54724199242347,39.6,10.0659667519622,6.23378025252492,-7.50337415662408,4.76121717178764,14.73,6.95177216439891,5.45455484600943,-67.7251245581886,14.09,14.86,13.95,13.47,15.8
723728,17.8869501295161,-2.48380632200718,7.59811113825535,77.5453,7.2,1.45501435154216,39.7,8.56127293664848,2.48447293716971,6.43433176966326,7.22668018058616,14.95,6.94793706861497,-29.3817279219763,-62.4546397601281,14.74,15.72,14.79,14.28,16.17
723759,4.61869768682845,7.58857107288406,-1.47261619438783,77.3226,7.4,-0.471703269779766,39.7,9.91156077290043,1.24031018794,35.8235557796171,7.4751679889836,15.51,6.84587987526405,4.63858327869282,-34.6965155431363,15.52,16.72,15.56,14.94,16.34
723790,-1.65325400203784,-7.92627494463662,-5.87129248854108,76.8416,7.6,-1.15383363529489,39.4,8.43094802928714,4.94846062063381,-1.03851153171526,7.24438712844986,14.7,6.81454289725996,-109.474815520599,-3.76351789958949,14.92,16.52,15.93,15.32,16.92
723820,-4.38966100345581,-6.40362749025147,-9.3169805648003,75.8671,7.9,-1.27312611404875,39.5,8.37212698277785,4.92813834318468,-19.904428409756,5.41785390038445,13.54,6.7719355558396,15.1198976364093,17.1370515637775,13.82,15.38,15.41,15.15,17.11
723851,1.47168941261597,-2.28648007997716,-13.9341993388594,74.7344,8.3,-2.74772649374597,39.5,6.93242829230627,3.68286734090084,-17.0215619903484,6.43798024257212,10.86,6.72982407048948,30.6567970687688,39.6274520365974,11.3,12.41,13.38,13.39,16.39
723881,-0.696718646764793,7.33834091422949,-12.8260129060475,73.337,8.5,-3.63824386437415,39.2,2.7617963859349,4.89297313998733,-27.0891864462463,3.70056974482917,10.85,6.8134445995109,8.75561241420755,0.504493149476826,11.52,12.85,13.6,13.72,16.55
723912,-2.68422097681977,-2.1228869612818,-24.8876371255047,71.3537,8.6,-4.36460307017441,37.2,25.9248286383306,7.3022537706553,-21.0046818346459,7.10844149760934,12.28,6.73696695800186,-64.7191255092789,-10.9572450004027,12.83,14.32,14.65,14.59,17.1
723943,5.06294010105393,10.8517573939887,24.257871049913,73.228,8.9,-0.0265005962646114,39.5,-9.48621540853587,-1.21396064981312,-10.0793873039716,3.59007187479818,13.48,6.76388490856244,-28.9919191981625,-25.0745795929953,13.61,14.73,14.54,14.43,17.18
723971,-0.86422023771533,-1.34347740553817,-8.22928195397186,72.5386,9,-1.71052587845253,39.2,6.78351156334536,0,-50.5337824201519,3.09072738522378,12.68,6.83625927727707,-39.4176584173334,-27.4031019079531,12.77,13.95,13.98,13.86,16.82
724002,8.24721425380943,0.702459902218777,-11.0535753391694,71.8408,9.3,-3.77442387994762,39,2.70270384519051,2.42669445692094,-14.1594563173864,0.617191364354142,12.7,6.82110747225646,58.1355422537222,-22.3415169331033,12.8,13.98,14,13.87,16.78
724032,-0.10560477015531,3.62791328499341,-8.19084012533366,71.5504,9.4,-0.572515918702976,39.1,9.41181295323084,0,-7.14287823275441,7.07497830502337,12.09,6.93244789157251,1.031370927263,25.7267557851617,12.16,13.34,13.75,13.62,16.64
724063,-4.14195179292562,-6.53204034407331,-2.95317012259151,71.386,9.6,-3.2271706156898,39,4.01114579602808,9.65799981939419,-54.9714432375531,8.68397198267381,12.47,6.80461452006262,-71.1398016193833,-36.4061902699653,12.7,14.07,14.43,14.3,16.92
724093,-0.00591013487110104,6.98856291574383,-4.30606070677158,71.1652,9.8,-4.60237148952771,39.1,6.65559110466738,4.80000640001492,14.9070239982684,7.08384583695825,11.35,7.06133436691044,-3.28617275196521,-14.3656668819606,11.88,13.24,14.07,13.95,16.8
724124,2.20958315124165,0.882118137084831,-10.674669948351,70.4453,9.8,-2.11981003672506,38.9,3.97570766755209,4.78088281784963,1.23393327067909,3.72749323765955,8.68,6.95272864462487,3.28617275196521,-7.21306067271508,9.88,11.43,13,13.06,16.32
724155,-0.654387867174933,10.7461145708214,-3.16542389176231,70.2337,10.1,-2.41954536284581,39,1.32231418338797,1.19225047065363,13.490177839498,3.31478049473084,7.92,7.04228617193974,131.454003356449,-9.07772731652732,9.37,10.85,12.25,12.34,15.63
724185,-0.940086025801179,5.26217719768169,-11.4838708346971,69.2881,10.4,-3.71947066270479,38.7,2.64026509152284,3.56966054009149,-7.33947242092263,6.72690955412918,7.71,7.06731984865348,96.9558855119239,-11.1261873289053,8.29,9.32,10.8,10.91,14.73
724216,4.45039127022753,9.62252391870191,-3.89392896889547,68.8474,10.8,-1.63427959956408,38.9,1.31795729887507,4.74308917898796,6.11934013481843,3.58558563617546,8.07,7.22402480828583,47.8645428925013,-46.2275109251393,8.34,9.16,10.38,10.55,14.3
724246,5.98173411584852,5.07890121448806,-8.6200666953042,68.5853,10.8,-0.202751792865286,38.9,6.56816089700651,4.72441555120682,-17.21340990768,1.81360861824835,7.94,7.17242457712485,11.2433254934125,-11.8962828907314,8.16,8.91,10.22,10.54,14.14
724277,-1.56739958242156,1.24416807412864,22.0434401064104,70.1273,10.4,2.95678054196031,39.4,5.22876644274675,-9.46750473019478,28.1501944729282,5.59741783913239,7.86,7.36897040219479,41.4563609440819,-30.3813695811479,7.93,8.62,10.03,10.46,13.94
724308,0.713938978470452,-0.325728882060439,-7.18349644098915,70.0551,10.4,-0.984784240264247,39,6.50408096320731,1.1875310221992,29.867146516424,2.02448355804687,8.11,7.43779512167193,20.6119804807084,-32.9697431096269,8.23,8.92,10.26,10.72,13.95
724336,5.64820389663794,12.5797506302638,9.87877020115668,70.6704,10.3,2.33249327680056,39.3,-1.29799904488959,-1.1875310221992,0,1.55307915469685,8.35,7.38150189450671,40.9815521055741,-34.0622954790682,8.37,9.04,10.08,10.51,13.61
724367,0.892263007370531,7.33357528792045,14.832916591493,71.4951,10.2,3.68498614074895,39.4,1.29799904488959,1.1875310221992,4.71050653932643,5.45678941120418,8.21,7.29437729928882,44.9665012407184,36.564740178714,8.3,8.98,10.02,10.4,13.29
724397,6.08657038123042,7.08634891666069,7.59509459509076,72.3173,10.1,3.75402522819854,39.7,1.29659656050496,3.55555815678876,14.0215811459679,3.40404918015214,8.19,7.48211892355212,47.7378049524631,27.8750107254675,8.22,8.9,10.03,10.38,13.09
724428,1.63694855352219,11.5271893325552,7.12750959164001,72.8536,10.1,5.03604668672111,39.8,2.58899776802544,2.36453278475821,-10.5007962242226,4.4669152400461,8.79,7.45760928971561,16.7022363492755,-18.6145646519803,8.89,9.66,10.63,10.85,13.37
724458,3.44603097075549,8.11760235343062,17.7259387341039,73.8583,9.4,5.532599100939,39.9,5.16129827926886,0,10.5007962242226,6.72992055795518,9.08,7.48717369421374,4.31914083557672,-16.1547654879269,9.26,10.2,11.21,11.38,13.39
724489,-1.6830955413127,3.1578591260903,14.2751226108379,74.4784,9.5,-4.09379792940072,40,1.28686339410304,3.53808610115713,5.79431352743427,5.14944430463871,9.34,7.55485852104068,-33.5176616270136,-19.5654355696079,9.51,10.53,11.63,11.85,13.64
724520,8.28147855954668,3.2345797845549,17.2675036463465,75.8005,9.2,14.7937653455166,40.1,6.41369779065677,3.52768504910976,1.15551284807225,4.16621094991498,9,7.44424864949671,34.9539275076285,-3.19872240581986,9.15,10.16,11.43,11.65,13.55
724550,11.528736460729,9.56742564938633,9.28683939448227,76.5371,8.8,3.58489490599894,40.1,3.83182869498615,0,-9.27540849872059,2.06569437907138,8.64,7.44716835960004,3.5831618142744,-1.36204321082438,8.83,9.81,11.28,11.54,13.46
724581,9.68779569495624,2.69555767695895,5.29153858859015,76.8565,8.5,4.64571588181641,40.1,3.81963187214538,-2.35063738239987,2.32558212321408,1.67875799307957,8.76,7.48717369421374,-18.0237692907422,-16.3849863553498,8.93,9.94,11.41,11.69,13.61
724611,10.7236892892153,13.1103117147839,5.83740500401273,76.9683,8.3,4.62779965755118,40,3.80751244869284,3.52423160797244,0,0.670846162102379,9,7.4312996751559,-5.8252541577577,-35.296662247552,9.17,10.11,11.54,11.83,13.75
724642,4.27934817212545,7.60502631824185,23.7203341241575,78.2653,8,5.75005291584674,40.2,7.57897256174882,8.18317832646578,-8.15933206670856,5.21022946020793,8.9,7.54802896993501,14.5104549180338,-22.13056316561,9.01,9.9,11.37,11.67,13.65
724673,6.93385358432295,-15.9567593690237,5.44169568464916,79.0031,7.8,6.25088858964418,40.7,1.2585213529011,4.65116861363128,11.639276506456,8.03378126913099,9.09,7.72312009226633,-67.4876619874507,28.7242156445136,9.18,10.04,11.54,11.84,13.59
724702,7.28882459519724,9.95971776601792,5.72146826654372,79.2241,7.8,3.49865725415057,40.2,2.51308992373787,4.63321038895117,26.3495073383741,3.94958919398096,9.52,7.41637847919293,0.762631102884015,11.5966941033085,9.66,10.59,12.02,12.32,13.99
724733,7.7369206789534,8.2003931515688,7.08755040686935,79.4626,7.7,4.65332997738486,40.4,3.75979419844406,1.15551284807225,7.90591094925972,4.54836118326192,9.69,7.5234813125735,1.52380972857138,-28.9512425682174,9.84,10.9,12.37,12.63,14.31
724763,2.72949594939291,6.75006924690553,6.44431142610102,79.5443,7.4,3.9086734222316,40.3,3.74805093872208,-1.15551284807225,-23.8757283922538,1.50446658164132,9.83,7.48099216286952,-7.63847264049176,-26.9866198059842,10.31,11.66,13.17,13.41,14.74
724794,8.98455702853553,8.04484474758702,4.17858787674774,79.7206,7.2,4.84895424253864,40.3,4.97926025617392,0,-5.75540671619166,2.13592099500879,9.87,7.51914995766982,-27.124177071677,-10.7577354361508,10.51,12.08,13.48,13.56,15.05
724824,2.72239605656779,-4.7931434717567,3.47180867276577,79.8585,7.5,3.93093742896795,40.3,1.24159348893134,2.3099140915015,-16.2635596856443,4.28383776081827,10.12,7.45703208912238,-15.7793200619331,-50.7305797778859,10.52,12.03,13.27,13.36,15.15
